Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
11A14CRGN029	SRST2_20160428	NZ_CP011979	NZ_CP011979	92.063	246.193	37snp1indel1605holes		0.199	20222	0.5	1165	01780	no
11A14CRGN029	SRST2_20160428	NZ_CP006919	NZ_CP006919	97.682	174.065	32snp586holes	edge0.0	0.13	25284	0.381	1140	00240	no
11A14CRGN029	SRST2_20160428	NC_019151	NC_019151	99.959	110.699	3snp4indel		0.031	9803	0.135	1268	01147	no
11A14CRGN029	SRST2_20160428	NC_009649	NC_009649	89.875	98.251	426snp13indel17800holes		0.269	175879	0.5	155	00444	no
11A14CRGN029	SRST2_20160428	NZ_CP011988	NZ_CP011988	100.0	229.481			0.0	13841	0.381	1213	00771	no
11A14CRGN029	SRST2_20160428	NZ_CP006663	NZ_CP006663	79.091	109.943	315snp23indel24607holes		0.338	117755	0.5	335	01454	no
11A14CRGN029	SRST2_20160428	NC_019384	NC_019384	100.0	164.985	29snp3indel		0.054	53286	0.499	889	01104	no
11A14CRGN029	SRST2_20160428	NZ_CP011983	NZ_CP011983	100.0	177.186	26snp		0.06	43380	0.497	986	01717	no
11A14CRGN029	SRST2_20160428	NZ_CP011990	NZ_CP011990	92.253	108.896	154snp8indel12589holes		0.103	162533	0.5	190	00932	no
11A14CRGN029	SRST2_20160428	NC_019157	NC_019157	100.0	177.798	10snp		0.023	43380	0.499	984	01719	no
11A14CRGN029	SRST2_20160428	NZ_CP006928	NZ_CP006928	92.807	177.652	25snp1indel1024holes	edge0.0	0.189	14249	0.366	1202	00892	no
11A14CRGN029	SRST2_20160428	NZ_CP008930	NZ_CP008930	94.233	106.314	205snp10indel10812holes		0.116	187571	0.5	133	01475	no
11A14CRGN029	SRST2_20160428	NZ_CP011977	NZ_CP011977	83.363	120.18	297snp12indel36400holes		0.163	218836	0.5	92	00055	no
11A14CRGN029	SRST2_20160428	NC_020552	NC_020552	80.207	190.659	51snp9indel10689holes		0.118	54038	0.497	876	01215	no
11A14CRGN029	SRST2_20160428	NC_022740	NC_022740	86.753	180.02	39snp1indel6126holes		0.097	46253	0.5	953	01343	no
11A14CRGN029	SRST2_20160428	NC_024992	NC_024992	75.758	99.387	346snp14indel44162holes		0.251	182204	0.5	141	00567	no
11A14CRGN029	SRST2_20160428	NC_021666	NC_021666	100.0	223.768			0.0	14709	0.405	1195	00087	no
11A14CRGN029	SRST2_20160428	NZ_CP014006	NZ_CP014006	86.725	179.25	39snp6128holes		0.097	46161	0.5	957	01347	no
11A14CRGN029	SRST2_20160428	NZ_CP012990	NZ_CP012990	86.727	179.568	38snp1indel6126holes		0.095	46161	0.5	956	01348	no
11A14CRGN029	SRST2_20160428	NC_020132	NC_020132	92.084	99.36	148snp13indel13077holes		0.097	165295	0.5	187	01079	no
11A14CRGN029	SRST2_20160428	NZ_CP010395	NZ_CP010395	100.0	177.013	25snp		0.058	43380	0.499	985	01720	no
11A14CRGN029	SRST2_20160428	NZ_CP011577	NZ_CP011577	96.538	103.016	137snp11indel4518holes		0.109	130719	0.497	287	01691	no
11A14CRGN029	SRST2_20160428	NZ_CP009873	NZ_CP009873	100.0	228.9			0.0	13841	0.381	1212	00770	no
11A14CRGN029	SRST2_20160428	NC_025130	NC_025130	81.948	190.781	61snp2indel9591holes		0.14	53134	0.499	891	01228	no
11A14CRGN029	SRST2_20160428	NZ_CP010394	NZ_CP010394	100.0	229.94			0.0	13841	0.381	1211	00893	no
11A14CRGN029	SRST2_20160428	NC_019159	NC_019159	100.0	230.2	1snp		0.007	13636	0.411	1216	00774	no
11A14CRGN029	SRST2_20160428	NZ_CP011993	NZ_CP011993	100.0	229.294			0.0	13841	0.381	1214	00896	no
11A14CRGN029	SRST2_20160428	NC_019161	NC_019161	84.117	170.081	11snp6742holes		0.031	42447	0.497	992	01585	no
11A14CRGN029	SRST2_20160428	NC_011382	NC_011382	100.0	180.798	2snp		0.008	23753	0.381	1155	00380	no
11A14CRGN029	SRST2_20160428	NZ_CP011987	NZ_CP011987	97.013	170.456	37snp1indel2211holes		0.052	74026	0.497	675	01282	no
11A14CRGN029	SRST2_20160428	NZ_CP006927	NZ_CP006927	95.883	96.18	180snp7indel5873holes		0.131	142788	0.5	244	00188	no
11A14CRGN029	SRST2_20160428	NZ_CP008800	NZ_CP008800	95.086	97.717	185snp10indel9570holes		0.1	194877	0.5	124	01592	no
11A14CRGN029	SRST2_20160428	NZ_CP012884	NZ_CP012884	82.199	73.32	1043snp88indel34646holes		0.651	194742	0.5	125	01593	no
11A14CRGN029	SRST2_20160428	NZ_CP008829	NZ_CP008829	92.076	101.563	195snp16indel19308holes		0.087	243824	0.5	71	01122	no
11A14CRGN029	SRST2_20160428	NC_021654	NC_021654	98.157	96.936	120snp13indel4522holes		0.05	245869	0.5	70	01123	no
11A14CRGN029	SRST2_20160428	NZ_CP009777	NZ_CP009777	95.72	100.166	159snp11indel9075holes		0.078	212192	0.5	101	00039	no
11A14CRGN029	SRST2_20160428	NZ_CP010393	NZ_CP010393	97.82	100.267	149snp9indel4518holes		0.073	207543	0.5	107	00041	no
11A14CRGN029	SRST2_20160428	NZ_CP008799	NZ_CP008799	99.998	198.896	26snp1indel		0.045	58050	0.497	846	00822	no
11A14CRGN029	SRST2_20160428	NC_009793	NC_009793	98.214	154.645	3snp1indel165holes		0.033	9294	0.115	1283	00120	no
11A14CRGN029	SRST2_20160428	NZ_CP009778	NZ_CP009778	98.893	221.409	169holes	edge0.0	0.0	15271	0.381	1188	01753	no
11A14CRGN029	SRST2_20160428	NZ_CP011982	NZ_CP011982	98.841	202.934	29snp128indel587holes		0.057	51662	0.489	903	00944	no
11A14CRGN029	SRST2_20160428	NC_018953	NC_018953	98.214	154.375	4snp1indel165holes		0.044	9294	0.119	1284	00115	no
11A14CRGN029	SRST2_20160428	NZ_CP012995	NZ_CP012995	93.952	166.793	35snp1indel2483holes		0.091	41072	0.497	1008	00635	no
11A14CRGN021	SRST2_20160428	NZ_CP006663	NZ_CP006663	77.603	107.671	619snp24indel26359holes		0.677	117755	0.5	335	01454	no
11A14CRGN021	SRST2_20160428	NC_019151	NC_019151	99.959	71.682	2snp4indel		0.02	9803	0.258	1268	01147	no
11A14CRGN021	SRST2_20160428	NC_015515	NC_015515	77.413	194.596	15snp1indel2370holes	edge0.0	0.185	10497	0.5	1255	01315	no
11A14CRGN021	SRST2_20160428	NC_020280	NC_020280	85.364	392.887	6snp2indel734holes	edge0.0	0.14	5022	0.403	1566	01709	no
11A14CRGN021	SRST2_20160428	NZ_CP006666	NZ_CP006666	100.0	735.163			0.0	2219	0.184	1769	00229	no
11A14CRGN024	SRST2_20160428	NC_019151	NC_019151	99.959	85.244	2snp4indel		0.02	9803	0.164	1268	01147	no
11A14CRGN024	SRST2_20160428	NZ_CP011599	NZ_CP011599	81.287	98.806	858snp25indel15515holes		1.272	82986	0.5	601	00881	no
11A14CRGN024	SRST2_20160428	NZ_CP011632	NZ_CP011632	84.604	97.658	859snp25indel12865holes		1.213	83652	0.5	594	01395	no
11A14CRGN024	SRST2_20160428	NZ_CP011593	NZ_CP011593	83.683	115.392	821snp25indel11230holes		1.423	68910	0.5	746	00971	no
11A14CRGN024	SRST2_20160428	NZ_CP006663	NZ_CP006663	81.076	130.702	649snp22indel22271holes		0.68	117755	0.5	335	01454	no
11A14CRGN024	SRST2_20160428	NZ_CP011609	NZ_CP011609	82.971	87.077	845snp28indel12007holes	edge0.0	1.442	70610	0.5	705	01489	no
11A14CRGN024	SRST2_20160428	NC_019056	NC_019056	76.035	171.688	12snp3indel2370holes		0.159	9902	0.487	1265	01156	no
11A14CRGN024	SRST2_20160428	NZ_CP007733	NZ_CP007733	78.68	195.352	786snp20indel17133holes		1.242	80411	0.5	620	00647	no
11A14CRGN024	SRST2_20160428	NC_025134	NC_025134	81.772	104.007	587snp16indel16473holes		0.794	90439	0.5	538	00415	no
11A14CRGN024	SRST2_20160428	NZ_CP006666	NZ_CP006666	100.0	972.168			0.0	2219	0.179	1769	00229	no
11A14CRGN024	SRST2_20160428	NC_024997	NC_024997	94.934	162.285	366snp10indel4551holes		0.428	89977	0.5	540	00262	no
11A14CRGN024	SRST2_20160428	NC_015515	NC_015515	77.289	230.323	13snp1indel2383holes	edge0.0	0.16	10497	0.5	1255	01315	no
11A14CRGN024	SRST2_20160428	NZ_CP011614	NZ_CP011614	81.019	158.695	878snp26indel17466holes		1.176	92095	0.5	523	00520	no
11A14CRGN024	SRST2_20160428	NZ_CP015071	NZ_CP015071	77.252	112.604	803snp13indel15795holes		1.496	69471	0.5	739	01642	no
11A14CRGN024	SRST2_20160428	NC_010499	NC_010499	83.204	75.13	2snp1150holes	edge0.0	0.035	6847	0.385	1400	01407	no
11A14CRGN024	SRST2_20160428	NC_019154	NC_019154	80.816	76.081	532snp15indel11865holes		1.064	61881	0.5	815	00472	no
11A14CRGN024	SRST2_20160428	NC_020280	NC_020280	84.707	586.61	4snp2indel767holes	edge0.0	0.094	5022	0.5	1566	01709	no
11A14CRGN024	SRST2_20160428	NZ_CP014698	NZ_CP014698	84.634	87.325	1173snp77indel15362holes		1.383	100196	0.5	449	01413	no
11A14CRGN024	SRST2_20160428	NC_011641	NC_011641	86.26	83.579	700snp22indel9335holes	edge0.0	1.193	68018	0.5	757	00847	no
11A14CRGN024	SRST2_20160428	NC_019346	NC_019346	82.082	69.969	755snp25indel11907holes		1.382	66531	0.5	772	01113	no
11A14CRGN024	SRST2_20160428	NZ_CP009857	NZ_CP009857	79.533	171.631	765snp19indel15867holes		1.24	77575	0.5	639	00779	no
11A14CRGN024	SRST2_20160428	NC_019368	NC_019368	81.547	147.221	773snp21indel16178holes		1.08	87731	0.5	563	01748	no
11A14CRGN024	SRST2_20160428	NZ_CP009852	NZ_CP009852	77.655	174.269	742snp21indel17253holes		1.237	77248	0.5	642	01443	no
11A14CRGN024	SRST2_20160428	NC_023330	NC_023330	78.196	322.222	234snp15indel9993holes		0.652	45867	0.5	960	01205	no
11A14CRGN024	SRST2_20160428	NC_021488	NC_021488	81.844	86.96	479snp14indel11358holes	del2	0.935	62592	0.5	808	00358	no
11A14CRGN024	SRST2_20160428	NC_005246	NC_005246	82.595	60.836	869snp16indel10459holes		1.749	60145	0.5	825	00586	no
11A14CRGN024	SRST2_20160428	NZ_CP015075	NZ_CP015075	82.221	94.212	494snp12indel11293holes		0.945	63543	0.5	801	00361	no
11A14CRGN024	SRST2_20160428	NC_023027	NC_023027	82.131	94.147	482snp19indel11359holes		0.923	63578	0.5	800	00362	no
11A14CRGN024	SRST2_20160428	NZ_CP011640	NZ_CP011640	83.721	79.817	838snp21indel11889holes	del1	1.369	73100	0.5	683	00137	no
11A14CRGN024	SRST2_20160428	NC_019062	NC_019062	76.243	147.508	54snp6indel7125holes	edge0.0	0.236	30016	0.486	1109	00796	no
11A14CRGN034A	SRST2_20160428	NZ_CP014698	NZ_CP014698	80.666	131.7	1143snp76indel19337holes		1.414	100196	0.5	449	01413	no
11A14CRGN034A	SRST2_20160428	NC_019151	NC_019151	99.959	112.464	2snp4indel		0.02	9803	0.183	1268	01147	no
11A14CRGN034A	SRST2_20160428	NC_011641	NC_011641	79.461	129.733	688snp23indel13958holes	edge0.0	1.273	68018	0.5	757	00847	no
11A14CRGN034A	SRST2_20160428	NZ_CP011632	NZ_CP011632	75.965	128.687	860snp24indel20092holes		1.353	83652	0.5	594	01395	no
11A14CRGN034A	SRST2_20160428	NZ_CP011593	NZ_CP011593	82.632	138.624	787snp23indel11955holes		1.382	68910	0.5	746	00971	no
11A14CRGN034A	SRST2_20160428	NC_019346	NC_019346	82.622	128.383	786snp35indel11540holes		1.429	66531	0.5	772	01113	no
11A14CRGN034A	SRST2_20160428	NZ_CP011609	NZ_CP011609	83.218	135.258	782snp24indel11836holes	edge0.0	1.331	70610	0.5	705	01489	no
11A14CRGN034A	SRST2_20160428	NC_019368	NC_019368	76.341	148.7	751snp25indel20741holes		1.121	87731	0.5	563	01748	no
11A14CRGN034A	SRST2_20160428	NZ_CP012166	NZ_CP012166	80.477	570.434	86snp11indel526holes		3.911	2725	0.5	1735	01667	no
11A14CRGN034A	SRST2_20160428	NC_020280	NC_020280	77.24	286.541	5snp3indel1141holes	edge0.0	0.129	5022	0.5	1566	01709	no
11A14CRGN034A	SRST2_20160428	NC_023027	NC_023027	81.255	139.68	535snp19indel11914holes		1.036	63578	0.5	800	00362	no
11A14CRGN034A	SRST2_20160428	NC_024997	NC_024997	86.557	159.858	463snp15indel12086holes		0.594	89977	0.5	540	00262	no
11A14CRGN034A	SRST2_20160428	NC_021488	NC_021488	81.643	141.221	511snp16indel11481holes	del1	1.0	62592	0.5	808	00358	no
11A14CRGN034A	SRST2_20160428	NC_010499	NC_010499	83.204	110.678	1snp1150holes	edge0.0	0.018	6847	0.306	1400	01407	no
11A14CRGN034A	SRST2_20160428	NC_005246	NC_005246	82.823	110.998	875snp15indel10322holes		1.756	60145	0.5	825	00586	no
11A14CRGN034A	SRST2_20160428	NZ_CP015075	NZ_CP015075	81.222	139.951	528snp9indel11929holes		1.023	63543	0.5	801	00361	no
11A14CRGN034A	SRST2_20160428	NZ_CM002367	NZ_CM002367	100.0	1466.133	1indel		0.0	2493	0.408	1754	00096	no
11A14CRGN034A	SRST2_20160428	NZ_CP010389	NZ_CP010389	99.96	1422.267	6snp2indel		0.24	2496	0.441	1753	00097	no
11A14CRGN034A	SRST2_20160428	NC_019154	NC_019154	81.169	137.228	542snp15indel11646holes		1.079	61881	0.5	815	00472	no
11A14CRGN034A	SRST2_20160428	NZ_CP011640	NZ_CP011640	75.442	131.204	827snp21indel17941holes		1.499	73100	0.5	683	00137	no
11A14CRGN034A	SRST2_20160428	NC_013780	NC_013780	98.043	563.052	52snp23indel69holes		1.44	3680	0.493	1673	01272	no
11A14CRGN034B	SRST2_20160428	NC_019151	NC_019151	99.959	117.603	2snp4indel		0.02	9803	0.188	1268	01147	no
11A14CRGN034B	SRST2_20160428	NZ_CP011599	NZ_CP011599	81.093	148.569	853snp27indel15674holes		1.267	82986	0.5	601	00881	no
11A14CRGN034B	SRST2_20160428	NZ_CP011632	NZ_CP011632	81.384	149.284	858snp27indel15557holes		1.26	83652	0.5	594	01395	no
11A14CRGN034B	SRST2_20160428	NZ_CP011593	NZ_CP011593	83.676	170.777	829snp27indel11233holes		1.437	68910	0.5	746	00971	no
11A14CRGN034B	SRST2_20160428	NZ_CP006663	NZ_CP006663	81.026	144.439	661snp24indel22328holes		0.693	117755	0.5	335	01454	no
11A14CRGN034B	SRST2_20160428	NZ_CP011609	NZ_CP011609	82.388	142.4	840snp27indel12420holes	edge0.0	1.444	70610	0.5	705	01489	no
11A14CRGN034B	SRST2_20160428	NC_019056	NC_019056	80.57	203.709	25snp14indel1911holes		0.313	9902	0.5	1265	01156	no
11A14CRGN034B	SRST2_20160428	NC_024997	NC_024997	95.021	224.156	365snp8indel4476holes		0.427	89977	0.5	540	00262	no
11A14CRGN034B	SRST2_20160428	NZ_CP006666	NZ_CP006666	100.0	964.414			0.0	2219	0.139	1769	00229	no
11A14CRGN034B	SRST2_20160428	NZ_CP011614	NZ_CP011614	80.886	207.621	883snp27indel17587holes		1.185	92095	0.5	523	00520	no
11A14CRGN034B	SRST2_20160428	NZ_CP015071	NZ_CP015071	77.5	161.109	812snp17indel15620holes		1.508	69471	0.5	739	01642	no
11A14CRGN034B	SRST2_20160428	NC_010499	NC_010499	83.204	127.029	1snp1150holes	edge0.0	0.018	6847	0.496	1400	01407	no
11A14CRGN034B	SRST2_20160428	NC_019154	NC_019154	81.397	136.878	560snp13indel11507holes		1.112	61881	0.5	815	00472	no
11A14CRGN034B	SRST2_20160428	NC_020280	NC_020280	84.568	658.545	3snp2indel774holes	edge0.0	0.071	5022	0.371	1566	01709	no
11A14CRGN034B	SRST2_20160428	NC_013780	NC_013780	98.261	415.358	45snp22indel62holes		1.244	3680	0.493	1673	01272	no
11A14CRGN034B	SRST2_20160428	NZ_CP014698	NZ_CP014698	84.721	142.566	1185snp83indel15269holes		1.395	100196	0.5	449	01413	no
11A14CRGN034B	SRST2_20160428	NC_011641	NC_011641	82.738	135.496	698snp25indel11728holes	edge0.0	1.24	68018	0.5	757	00847	no
11A14CRGN034B	SRST2_20160428	NC_019346	NC_019346	83.133	122.603	796snp33indel11201holes		1.439	66531	0.5	772	01113	no
11A14CRGN034B	SRST2_20160428	NZ_CP009857	NZ_CP009857	75.985	224.599	768snp20indel18619holes	edge0.0	1.303	77575	0.5	639	00779	no
11A14CRGN034B	SRST2_20160428	NC_019368	NC_019368	81.369	194.305	770snp25indel16330holes		1.078	87731	0.5	563	01748	no
11A14CRGN034B	SRST2_20160428	NC_021488	NC_021488	82.37	151.104	500snp14indel11028holes	del1	0.97	62592	0.5	808	00358	no
11A14CRGN034B	SRST2_20160428	NC_005246	NC_005246	82.354	110.175	855snp19indel10601holes		1.726	60145	0.5	825	00586	no
11A14CRGN034B	SRST2_20160428	NZ_CP015075	NZ_CP015075	82.646	159.263	512snp9indel11025holes		0.975	63543	0.5	801	00361	no
11A14CRGN034B	SRST2_20160428	NC_023027	NC_023027	82.574	158.891	503snp18indel11076holes		0.958	63578	0.5	800	00362	no
11A14CRGN034B	SRST2_20160428	NZ_CP011640	NZ_CP011640	83.424	130.601	833snp23indel12104holes		1.366	73100	0.5	683	00137	no
11A14CRGN034B	SRST2_20160428	NC_025134	NC_025134	78.36	160.867	562snp20indel19556holes		0.793	90439	0.5	538	00415	no
11A14CRGN042	SRST2_20160428	NZ_CP009862	NZ_CP009862	76.164	192.702	140snp7indel19107holes		0.229	80186	0.5	622	00645	no
11A14CRGN042	SRST2_20160428	NC_019151	NC_019151	99.959	116.188	3snp4indel		0.031	9803	0.184	1268	01147	no
11A14CRGN042	SRST2_20160428	NC_023910	NC_023910	79.914	210.486	145snp13indel10717holes		0.34	53416	0.5	885	01102	no
11A14CRGN042	SRST2_20160428	NC_011383	NC_011383	81.521	142.571	412snp18indel13043holes		0.715	70655	0.5	704	01488	no
11A14CRGN042	SRST2_20160428	NC_024974	NC_024974	86.241	234.67	311snp16indel5944holes		0.833	43265	0.5	987	01718	no
11A14CRGN042	SRST2_20160428	NC_022374	NC_022374	77.8	200.464	147snp12indel12060holes		0.347	54373	0.5	871	01222	no
11A14CRGN042	SRST2_20160428	NC_019101	NC_019101	100.0	237.579			0.0	2699	0.359	1738	00834	no
11A14CRGN042	SRST2_20160428	NZ_CP009853	NZ_CP009853	89.669	211.28	128snp11indel5835holes		0.252	56557	0.5	856	00956	no
11A14CRGN042	SRST2_20160428	NC_021622	NC_021622	80.951	219.709	73snp7indel10698holes		0.161	56171	0.5	857	00957	no
11A14CRGN042	SRST2_20160428	NC_019084	NC_019084	78.683	239.392	19snp657holes		0.784	3082	0.5	1716	01819	no
11A14CRGN042	SRST2_20160428	NC_019087	NC_019087	81.183	193.044	345snp24indel8309holes		0.961	44216	0.5	970	01070	no
11A14CRGN042	SRST2_20160428	NZ_CP009867	NZ_CP009867	93.213	212.752	85snp9indel3659holes		0.169	54000	0.498	877	01216	no
11A14CRGN042	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.603	206.942	88snp9indel227holes		0.149	59138	0.5	838	00716	no
11A14CRGN042	SRST2_20160428	NC_019103	NC_019103	97.964	235.531	2snp56holes		0.074	2750	0.363	1732	00838	no
11A14CRGN042	SRST2_20160428	NC_012916	NC_012916	100.0	236.398			0.0	2699	0.363	1737	00841	no
11A14CRGN042	SRST2_20160428	NC_019279	NC_019279	97.853	235.6	58holes		0.0	2702	0.359	1736	00842	no
11A14CRGN042	SRST2_20160428	NC_019166	NC_019166	83.202	209.399	63snp8indel8524holes		0.149	50775	0.5	915	00813	no
11A14CRGN042	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	212.496	84snp7indel		0.167	50333	0.498	917	00815	no
11A14CRGN042	SRST2_20160428	NC_019124	NC_019124	84.003	190.825	280snp16indel6549holes	edge0.0	0.813	40995	0.5	1010	01178	no
11A14CRGN042	SRST2_20160428	NC_021664	NC_021664	87.783	154.604	425snp23indel6469holes		0.912	53081	0.5	893	01230	no
11A14CRGN042	SRST2_20160428	NC_019033	NC_019033	87.796	215.606	319snp17indel5162holes	edge0.0	0.857	42379	0.5	993	01584	no
11A14CRGN042	SRST2_20160428	NC_019098	NC_019098	84.824	212.838	303snp14indel5988holes	edge0.0	0.904	39510	0.5	1024	00864	no
11A14CRGN042	SRST2_20160428	NZ_CP012143	NZ_CP012143	79.261	225.604	313snp46indel8700holes		0.94	42002	0.5	999	01586	no
11A14CRGN042	SRST2_20160428	NC_014478	NC_014478	98.156	54.421	32snp9indel143holes		0.398	8187	0.467	1331	01194	no
11A14CRGN042	SRST2_20160428	NC_021660	NC_021660	88.556	154.914	474snp24indel6233holes		0.98	54605	0.5	869	01086	no
11A14CRGN042	SRST2_20160428	NC_014208	NC_014208	84.29	226.023	77snp9indel8579holes		0.167	54641	0.5	868	01087	no
11A14CRGN042	SRST2_20160428	NC_025019	NC_025019	78.306	220.258	122snp7indel14215holes		0.238	65549	0.498	782	00726	no
11A14CRGN042	SRST2_20160428	NC_019085	NC_019085	75.109	243.992	21snp744holes		0.935	2989	0.5	1721	00735	no
11A14CRGN042	SRST2_20160428	NZ_CP009864	NZ_CP009864	92.842	199.958	103snp7indel4474holes		0.177	62589	0.5	809	00357	no
11A14CRGN042	SRST2_20160428	NC_022375	NC_022375	75.762	225.84	53snp4indel14395holes		0.118	59395	0.5	829	00584	no
11A14CRGN042	SRST2_20160428	NC_024967	NC_024967	89.955	187.892	288snp4indel7311holes		0.44	72800	0.5	686	00134	no
11A14CRGN042	SRST2_20160428	NZ_CP014524	NZ_CP014524	97.255	222.226	82snp10indel1352holes		0.17	49467	0.498	925	00705	no
11A14CRGN054	SRST2_20160428	NZ_CP011979	NZ_CP011979	96.163	360.459	37snp2indel775holes		0.19	20222	0.488	1165	01780	no
11A14CRGN054	SRST2_20160428	NZ_CP006919	NZ_CP006919	97.659	231.04	34snp592holes	edge0.0	0.138	25284	0.5	1140	00240	no
11A14CRGN054	SRST2_20160428	NC_019151	NC_019151	99.959	100.57	3snp4indel		0.031	9803	0.19	1268	01147	no
11A14CRGN054	SRST2_20160428	NC_009649	NC_009649	93.347	195.448	202snp17indel11693holes		0.123	175879	0.5	155	00444	no
11A14CRGN054	SRST2_20160428	NC_019152	NC_019152	99.437	127.826	37snp119holes		0.176	21138	0.5	1162	01785	no
11A14CRGN054	SRST2_20160428	NZ_CP011988	NZ_CP011988	100.0	334.31	1snp		0.007	13841	0.476	1213	00771	no
11A14CRGN054	SRST2_20160428	NZ_CP006663	NZ_CP006663	78.64	202.8	342snp26indel25138holes		0.369	117755	0.5	335	01454	no
11A14CRGN054	SRST2_20160428	NC_019384	NC_019384	100.0	218.231	29snp3indel		0.054	53286	0.494	889	01104	no
11A14CRGN054	SRST2_20160428	NZ_CP011983	NZ_CP011983	100.0	245.138	26snp		0.06	43380	0.496	986	01717	no
11A14CRGN054	SRST2_20160428	NZ_CP011990	NZ_CP011990	93.353	198.428	226snp15indel10798holes		0.149	162533	0.5	190	00932	no
11A14CRGN054	SRST2_20160428	NC_019157	NC_019157	100.0	245.856	11snp		0.025	43380	0.477	984	01719	no
11A14CRGN054	SRST2_20160428	NZ_CP006928	NZ_CP006928	97.488	257.957	27snp1indel357holes	edge0.0	0.194	14249	0.476	1202	00892	no
11A14CRGN054	SRST2_20160428	NZ_CP008930	NZ_CP008930	95.25	200.123	248snp12indel8904holes		0.139	187571	0.499	133	01475	no
11A14CRGN054	SRST2_20160428	NC_019159	NC_019159	100.0	333.395	2snp		0.015	13636	0.472	1216	00774	no
11A14CRGN054	SRST2_20160428	NZ_CP008799	NZ_CP008799	99.998	281.628	27snp1indel		0.047	58050	0.496	846	00822	no
11A14CRGN054	SRST2_20160428	NZ_CP011977	NZ_CP011977	84.859	213.529	449snp17indel33127holes		0.242	218836	0.5	92	00055	no
11A14CRGN054	SRST2_20160428	NC_020552	NC_020552	80.236	267.509	56snp9indel10673holes		0.129	54038	0.5	876	01215	no
11A14CRGN054	SRST2_20160428	NC_022740	NC_022740	87.177	251.857	56snp1indel5931holes		0.139	46253	0.5	953	01343	no
11A14CRGN054	SRST2_20160428	NC_019161	NC_019161	100.0	216.946	10snp		0.024	42447	0.475	992	01585	no
11A14CRGN054	SRST2_20160428	NC_021666	NC_021666	100.0	325.837	1snp		0.007	14709	0.472	1195	00087	no
11A14CRGN054	SRST2_20160428	NZ_CP014006	NZ_CP014006	87.039	251.302	50snp5983holes		0.124	46161	0.5	957	01347	no
11A14CRGN054	SRST2_20160428	NZ_CP012990	NZ_CP012990	87.151	251.349	55snp1indel5931holes		0.137	46161	0.5	956	01348	no
11A14CRGN054	SRST2_20160428	NC_019165	NC_019165	77.424	221.269	153snp6indel24322holes		0.183	107748	0.5	406	00149	no
11A14CRGN054	SRST2_20160428	NC_023905	NC_023905	98.314	182.142	117snp4indel1956holes		0.103	116047	0.499	347	00004	no
11A14CRGN054	SRST2_20160428	NC_015515	NC_015515	76.25	252.634	74snp2indel2492holes	edge0.0	0.924	10497	0.424	1255	01315	no
11A14CRGN054	SRST2_20160428	NC_021656	NC_021656	100.0	208.414	23snp		0.047	48790	0.498	933	00576	no
11A14CRGN054	SRST2_20160428	NZ_CP011991	NZ_CP011991	99.999	183.695	64snp3indel		0.056	113638	0.5	364	00296	no
11A14CRGN054	SRST2_20160428	NZ_CP010395	NZ_CP010395	100.0	244.679	25snp		0.058	43380	0.494	985	01720	no
11A14CRGN054	SRST2_20160428	NC_023903	NC_023903	99.998	183.631	65snp3indel		0.057	113640	0.5	363	00299	no
11A14CRGN054	SRST2_20160428	NZ_CP011577	NZ_CP011577	98.051	202.565	189snp13indel2541holes		0.147	130719	0.5	287	01691	no
11A14CRGN054	SRST2_20160428	NC_020132	NC_020132	98.457	184.716	189snp15indel2544holes		0.116	165295	0.5	187	01079	no
11A14CRGN054	SRST2_20160428	NZ_CP009873	NZ_CP009873	100.0	334.114	1snp		0.007	13841	0.472	1212	00770	no
11A14CRGN054	SRST2_20160428	NC_025130	NC_025130	81.752	268.911	57snp2indel9696holes		0.131	53134	0.494	891	01228	no
11A14CRGN054	SRST2_20160428	NC_021655	NC_021655	99.999	186.361	55snp4indel		0.07	78227	0.498	632	00772	no
11A14CRGN054	SRST2_20160428	NZ_CP010394	NZ_CP010394	100.0	335.493	1snp		0.007	13841	0.476	1211	00893	no
11A14CRGN054	SRST2_20160428	NZ_CP008798	NZ_CP008798	75.062	263.005	181snp12indel21308holes		0.282	85473	0.5	582	01520	no
11A14CRGN054	SRST2_20160428	NZ_CP011993	NZ_CP011993	100.0	333.73	1snp		0.007	13841	0.476	1214	00896	no
11A14CRGN054	SRST2_20160428	NC_024992	NC_024992	77.867	195.37	400snp19indel40319holes		0.282	182204	0.5	141	00567	no
11A14CRGN054	SRST2_20160428	NC_011382	NC_011382	100.0	238.632	3snp		0.013	23753	0.476	1155	00380	no
11A14CRGN054	SRST2_20160428	NZ_CP011987	NZ_CP011987	97.104	243.984	45snp3indel2143holes		0.063	74026	0.5	675	01282	no
11A14CRGN054	SRST2_20160428	NZ_CP012995	NZ_CP012995	94.049	231.238	39snp1indel2444holes		0.101	41072	0.496	1008	00635	no
11A14CRGN054	SRST2_20160428	NZ_CP006927	NZ_CP006927	97.29	189.425	172snp10indel3863holes		0.124	142788	0.5	244	00188	no
11A14CRGN054	SRST2_20160428	NZ_CP008800	NZ_CP008800	96.218	186.196	239snp15indel7361holes		0.127	194877	0.5	124	01592	no
